x1 = .01254
x2 = .03254
h  = .00002

X      | Y
.01998 | .999941409
.02000 | .999941289
.02002 | .999941230
.02004 | .999941111
.02006 | .999940991
.02008 | .999940932
.02010 | .999940753
.02012 | .999940693
.02014 | .999940574
.02016 | .999940455
.02018 | .999940395
.02020 | .999940157
.02022 | .999940097
.02024 | .999939978
.02026 | .999939919
.02028 | .999939799
.02030 | .999939620
.02032 | .999939561
.02034 | .999939442
.02036 | .999939382
.02038 | .999939263
.02040 | .999939084
.02042 | .999939024
.02044 | .999938905
.02046 | .999938846
.02048 | .999938667
.02050 | .999938607
.02052 | .999938488
.02054 | .999938369
.02056 | .999938190
.02058 | .999938130
.02060 | .999938071
.02062 | .999937952
.02064 | .999937773
.02066 | .999937713
.02068 | .999937594
.02070 | .999937415
.02072 | .999937296
.02074 | .999937296
.02076 | .999937057
.02078 | .999936998
.02080 | .999936938
.02082 | .999936700
.02084 | .999936640
.02086 | .999936581
.02088 | .999936402
.02090 | .999936283
.02092 | .999936283
.02094 | .999936044
.02096 | .999935985
.02098 | .999935925
.02100 | .999935687
.02102 | .999935687
.02104 | .999935567
.02106 | .999935389
.02108 | .999935329
.02110 | .999935150
.02112 | .999935091
.02114 | .999935031
.02116 | .999934852
.02118 | .999934733
.02120 | .999934614
.02122 | .999934494
.02124 | .999934435
.02126 | .999934256
.02128 | .999934196
.02130 | .999934018
.02132 | .999933958
.02134 | .999933779
.02136 | .999933720
.02138 | .999933660
.02140 | .999933422
.02142 | .999933422
.02144 | .999933183
.02146 | .999933183
.02148 | .999933004
.02150 | .999932945
.02152 | .999932766
.02154 | .999932706
.02156 | .999932528
.02158 | .999932468
.02160 | .999932289
.02162 | .999932230
.02164 | .999932051
.02166 | .999932051
.02168 | .999931812
.02170 | .999931753
.02172 | .999931633
.02174 | .999931514
.02176 | .999931395
.02178 | .999931276
.02180 | .999931157
.02182 | .999930978
.02184 | .999930918
.02186 | .999930739
.02188 | .999930739
.02190 | .999930561
.02192 | .999930501
.02194 | .999930322
.02196 | .999930203
.02198 | .999930084
.02200 | .999929965
.02202 | .999929905
.02204 | .999929786
.02206 | .999929607
.02208 | .999929547
.02210 | .999929368
.02212 | .999929309
.02214 | .999929130
.02216 | .999929011
.02218 | .999928951
.02220 | .999928832
.02222 | .999928653
.02224 | .999928594
.02226 | .999928415
.02228 | .999928296
.02230 | .999928236
.02232 | .999928117
.02234 | .999927938
.02236 | .999927878
.02238 | .999927700
.02240 | .999927640
.02242 | .999927521
.02244 | .999927402
.02246 | .999927223
.02248 | .999927223
.02250 | .999927044
.02252 | .999926925
.02254 | .999926746
.02256 | .999926686
.02258 | .999926567
.02260 | .999926448
.02262 | .999926269
.02264 | .999926209
.02266 | .999926031
.02268 | .999925971
.02270 | .999925792
.02272 | .999925733
.02274 | .999925554
.02276 | .999925435
.02278 | .999925315
.02280 | .999925196
.02282 | .999925077
.02284 | .999924958
.02286 | .999924839
.02288 | .999924719
.02290 | .999924600
.02292 | .999924541
.02294 | .999924421
.02296 | .999924242
.02298 | .999924123
.02300 | .999923944
.02302 | .999923944
.02304 | .999923766
.02306 | .999923646
.02308 | .999923527
.02310 | .999923408
.02312 | .999923229
.02314 | .999923110
.02316 | .999922991
.02318 | .999922931
.02320 | .999922812
.02322 | .999922693
.02324 | .999922574
.02326 | .999922395
.02328 | .999922276
.02330 | .999922156
.02332 | .999922037
.02334 | .999921858
.02336 | .999921799
.02338 | .999921620
.02340 | .999921620
.02342 | .999921501
.02344 | .999921322
.02346 | .999921203
.02348 | .999921083
.02350 | .999920964
.02352 | .999920785
.02354 | .999920726
.02356 | .999920547
.02358 | .999920428
.02360 | .999920368
.02362 | .999920189
.02364 | .999920070
.02366 | .999919951
.02368 | .999919832
.02370 | .999919713
.02372 | .999919593
.02374 | .999919474
.02376 | .999919355
.02378 | .999919236
.02380 | .999919057
.02382 | .999918997
.02384 | .999918818
.02386 | .999918759
.02388 | .999918640
.02390 | .999918401
.02392 | .999918342
.02394 | .999918163
.02396 | .999918044
.02398 | .999917924
.02400 | .999917805
.02402 | .999917746
.02404 | .999917567
.02406 | .999917507
.02408 | .999917328
.02410 | .999917269
.02412 | .999917030
.02414 | .999916911
.02416 | .999916852
.02418 | .999916673
.02420 | .999916613
.02422 | .999916434
.02424 | .999916375
.02426 | .999916196
.02428 | .999916017
.02430 | .999915957
.02432 | .999915779
.02434 | .999915719
.02436 | .999915600
.02438 | .999915421
.02440 | .999915302
.02442 | .999915183
.02444 | .999915063
.02446 | .999915004
.02448 | .999914765
.02450 | .999914646
.02452 | .999914527
.02454 | .999914467
.02456 | .999914289
.02458 | .999914110
.02460 | .999914050
.02462 | .999913871
.02464 | .999913752
.02466 | .999913633
.02468 | .999913514
.02470 | .999913454
.02472 | .999913216
.02474 | .999913096
.02476 | .999913037
.02478 | .999912918
.02480 | .999912739
.02482 | .999912679
.02484 | .999912500
.02486 | .999912381
.02488 | .999912202
.02490 | .999912143
.02492 | .999911964
.02494 | .999911845
.02496 | .999911726
.02498 | .999911606
.02500 | .999911427
.02502 | .999911368
.02504 | .999911189
.02506 | .999911070
.02508 | .999910951
.02510 | .999910772
.02512 | .999910712
.02514 | .999910533
.02516 | .999910414
.02518 | .999910355
.02520 | .999910176
.02522 | .999910057
.02524 | .999909878
.02526 | .999909759
.02528 | .999909639
.02530 | .999909520
.02532 | .999909401
.02534 | .999909222
.02536 | .999909163
.02538 | .999908984
.02540 | .999908864
.02542 | .999908745
.02544 | .999908626
.02546 | .999908447
.02548 | .999908388
.02550 | .999908149
.02552 | .999908090
.02554 | .999907970
.02556 | .999907792
.02558 | .999907672
.02560 | .999907613
.02562 | .999907374
.02564 | .999907315
.02566 | .999907196
.02568 | .999907017
.02570 | .999906898
.02572 | .999906838
.02574 | .999906600
.02576 | .999906540
.02578 | .999906421
.02580 | .999906182
.02582 | .999906123
.02584 | .999906003
.02586 | .999905884
.02588 | .999905705
.02590 | .999905586
.02592 | .999905467
.02594 | .999905288
.02596 | .999905229
.02598 | .999905050
.02600 | .999904871
.02602 | .999904811
.02604 | .999904633
.02606 | .999904513
.02608 | .999904394
.02610 | .999904215
.02612 | .999904156
.02614 | .999904037
.02616 | .999903798
.02618 | .999903679
.02620 | .999903619
.02622 | .999903440
.02624 | .999903262
.02626 | .999903202
.02628 | .999903083
.02630 | .999902904
.02632 | .999902785
.02634 | .999902666
.02636 | .999902487
.02638 | .999902368
.02640 | .999902308
.02642 | .999902070
.02644 | .999901950
.02646 | .999901831
.02648 | .999901772
.02650 | .999901593
.02652 | .999901414
.02654 | .999901295
.02656 | .999901175
.02658 | .999901056
.02660 | .999900937
.02662 | .999900758
.02664 | .999900579
.02666 | .999900520
.02668 | .999900401
.02670 | .999900222
.02672 | .999900103
.02674 | .999899924
.02676 | .999899805
.02678 | .999899685
.02680 | .999899566
.02682 | .999899447
.02684 | .999899268
.02686 | .999899149
.02688 | .999898970
.02690 | .999898851
.02692 | .999898672
.02694 | .999898612
.02696 | .999898493
.02698 | .999898374
.02700 | .999898195
.02702 | .999898076
.02704 | .999897957
.02706 | .999897778
.02708 | .999897599
.02710 | .999897480
.02712 | .999897361
.02714 | .999897182
.02716 | .999897063
.02718 | .999896944
.02720 | .999896824
.02722 | .999896646
.02724 | .999896526
.02726 | .999896407
.02728 | .999896288
.02730 | .999896169
.02732 | .999895930
.02734 | .999895811
.02736 | .999895692
.02738 | .999895513
.02740 | .999895394
.02742 | .999895275
.02744 | .999895155
.02746 | .999894977
.02748 | .999894857
.02750 | .999894738
.02752 | .999894619
.02754 | .999894500
.02756 | .999894321
.02758 | .999894202
.02760 | .999894083
.02762 | .999893963
.02764 | .999893785
.02766 | .999893665
.02768 | .999893486
.02770 | .999893367
.02772 | .999893188
.02774 | .999893069
.02776 | .999892950
.02778 | .999892831
.02780 | .999892712
.02782 | .999892473
.02784 | .999892354
.02786 | .999892294
.02788 | .999892175
.02790 | .999891996
.02792 | .999891877
.02794 | .999891698
.02796 | .999891579
.02798 | .999891460
.02800 | .999891281
.02802 | .999891162
.02804 | .999890983
.02806 | .999890864
.02808 | .999890745
.02810 | .999890566
.02812 | .999890387
.02814 | .999890327
.02816 | .999890208
.02818 | .999890089
.02820 | .999889851
.02822 | .999889731
.02824 | .999889612
.02826 | .999889493
.02828 | .999889314
.02830 | .999889195
.02832 | .999889076
.02834 | .999888897
.02836 | .999888778
.02838 | .999888659
.02840 | .999888420
.02842 | .999888301
.02844 | .999888241
.02846 | .999888062
.02848 | .999887943
.02850 | .999887764
.02852 | .999887586
.02854 | .999887466
.02856 | .999887407
.02858 | .999887228
.02860 | .999887109
.02862 | .999886870
.02864 | .999886751
.02866 | .999886692
.02868 | .999886513
.02870 | .999886394
.02872 | .999886215
.02874 | .999886096
.02876 | .999885976
.02878 | .999885798
.02880 | .999885678
.02882 | .999885499
.02884 | .999885440
.02886 | .999885201
.02888 | .999885082
.02890 | .999884903
.02892 | .999884844
.02894 | .999884665
.02896 | .999884546
.02898 | .999884307
.02900 | .999884248
.02902 | .999884069
.02904 | .999883950
.02906 | .999883831
.02908 | .999883711
.02910 | .999883533
.02912 | .999883354
.02914 | .999883235
.02916 | .999883056
.02918 | .999882936
.02920 | .999882817
.02922 | .999882698
.02924 | .999882519
.02926 | .999882400
.02928 | .999882221
.02930 | .999882042
.02932 | .999881983
.02934 | .999881804
.02936 | .999881685
.02938 | .999881566
.02940 | .999881327
.02942 | .999881208
.02944 | .999881089
.02946 | .999880910
.02948 | .999880791
.02950 | .999880672
.02952 | .999880493
.02954 | .999880433
.02956 | .999880195
.02958 | .999880016
.02960 | .999879956
.02962 | .999879777
.02964 | .999879599
.02966 | .999879479
.02968 | .999879360
.02970 | .999879241
.02972 | .999879062
.02974 | .999878824
.02976 | .999878764
.02978 | .999878585
.02980 | .999878466
.02982 | .999878287
.02984 | .999878228
.02986 | .999878049
.02988 | .999877930
.02990 | .999877751
.02992 | .999877572
.02994 | .999877453
.02996 | .999877274
.02998 | .999877155
.03000 | .999876976
.03002 | .999876857
.03004 | .999876738
.03006 | .999876618
.03008 | .999876440
.03010 | .999876320
.03012 | .999876142
.03014 | .999875963
.03016 | .999875784
.03018 | .999875665
.03020 | .999875546
.03022 | .999875426
.03024 | .999875247
.03026 | .999875128
.03028 | .999874949
.03030 | .999874830
.03032 | .999874711
.03034 | .999874532
.03036 | .999874413
.03038 | .999874234
.03040 | .999874055
.03042 | .999873877
.03044 | .999873757
.03046 | .999873579
.03048 | .999873459
.03050 | .999873340
.03052 | .999873161
.03054 | .999873042
.03056 | .999872863
.03058 | .999872744
.03060 | .999872625
.03062 | .999872446
.03064 | .999872327
.03066 | .999872148
.03068 | .999872029
.03070 | .999871910
.03072 | .999871731
.03074 | .999871552
.03076 | .999871433
.03078 | .999871254
.03080 | .999871135
.03082 | .999870956
.03084 | .999870837
.03086 | .999870658
.03088 | .999870479
.03090 | .999870360
.03092 | .999870241
.03094 | .999870062
.03096 | .999869943
.03098 | .999869823
.03100 | .999869585
.03102 | .999869466
.03104 | .999869347
.03106 | .999869227
.03108 | .999869049
.03110 | .999868929
.03112 | .999868751
.03114 | .999868572
.03116 | .999868453
.03118 | .999868333
.03120 | .999868214
.03122 | .999867976
.03124 | .999867857
.03126 | .999867678
.03128 | .999867618
.03130 | .999867380
.03132 | .999867320
.03134 | .999867141
.03136 | .999866962
.03138 | .999866843
.03140 | .999866664
.03142 | .999866486
.03144 | .999866426
.03146 | .999866247
.03148 | .999866009
.03150 | .999865949
.03152 | .999865770
.03154 | .999865592
.03156 | .999865532
.03158 | .999865294
.03160 | .999865115
.03162 | .999865055
.03164 | .999864876
.03166 | .999864697
.03168 | .999864638
.03170 | .999864399
.03172 | .999864221
.03174 | .999864161
.03176 | .999863982
.03178 | .999863803
.03180 | .999863625
.03182 | .999863565
.03184 | .999863386
.03186 | .999863148
.03188 | .999862969
.03190 | .999862909
.03192 | .999862731
.03194 | .999862552
.03196 | .999862492
.03198 | .999862313
.03200 | .999862134
.03202 | .999861956
.03204 | .999861896
.03206 | .999861658
.03208 | .999861479
.03210 | .999861300
.03212 | .999861240
.03214 | .999861062
.03216 | .999860883
.03218 | .999860704
.03220 | .999860525
.03222 | .999860466
.03224 | .999860287
.03226 | .999860108
.03228 | .999859989
.03230 | .999859810
.03232 | .999859750
.03234 | .999859571
.03236 | .999859393
.03238 | .999859214
.03240 | .999859035
.03242 | .999858975
.03244 | .999858797
.03246 | .999858618
.03248 | .999858439
.03250 | .999858260
.03252 | .999858081
.03254 | .999858022
